text,label,idiom_string,source
she couldn't rail into thin air.,1,into thin air,MAGPIE
"‘ sorry i blew my top, but i had visions of finding you down there on the rocks like the first time.’",0,on the rocks,MAGPIE
"‘ this will be right up your street,’ said tabitha.",1,right up your street,MAGPIE
i knew as soon as i wrote it down i 'd go off the boil.,1,go off the boil,MAGPIE
"francis took andy sinton and david bardsley to qpr and gave les ferdinand his first - team debut, but he said : ' i don't want to try to collect brownie points for what qpr are doing now.",1,brownie point,MAGPIE
because by no stretch of the imagination would ven ever come to love her!,1,by no stretch of the imagination,MAGPIE
the income from the farm and lands are enough for us to live in comparative comfort without going cap - in - hand to common tradesmen.,1,cap in hand,MAGPIE
but she had not thought much about it because of the hint — reading between the lines — that soon they would be together always.,1,read between the lines,MAGPIE
"in maymyo i was at first rather at a loose end, for most of the civilian families had left, and the establishment chaplain was there to carry on the church services and to look after the few people left.",1,at a loose end,MAGPIE
he felt that he was being earmarked for special attention from the dale's big central defenders in a rough and tumble encounter that saw mcdonough being given his marching orders in the 66th minute for an alleged use of the elbow.,1,rough and tumble,MAGPIE
the performances have not stood the test of time ; a successor would be very welcome.,1,stand the test of time,MAGPIE
"( to clear up a myth once and for all, rhino horn is in demand not as an aphrodisiac but for its supposed fever - reducing qualities.",1,once and for all,MAGPIE
he decided to call it a day after doctors told him he had lost the other testicle.,1,call it a day,MAGPIE
does not the divine drama seem to suggest that the devil is calling the tune?,1,call the tune,MAGPIE
these devices hit the headlines a few years back when two cars in the united states collided at a closing speed of some 70 miles per hour.,1,hit the headlines,MAGPIE
bell hopes to hit the right note again,1,hit the right note,MAGPIE
"the next morning i was a day older, no wiser and put in a bad mood right from the off because i was dragged from the land of nod kicking and screaming ( well, grunting and stumbling actually ) by the celtic twilight hammering on my door.",1,kicking and screaming,MAGPIE
"it was not an animal you 'd care to tangle with, not even for the sake of the high - k meat that clung to its bones, not while rats were smaller and had less impressive jaws and could, besides, be sold to the lower - level kind for a bounty of six minims per head, not to mention what their meat and skin would fetch.",0,to the bone,MAGPIE
"i realise that, if i am accepted, once i have completed my degree i may often have to work for over 80 hours at a stretch during a weekend on call.",1,at a stretch,MAGPIE
"eddie thorning and i saw a great opportunity to get in on the ground floor, and make money by gaining competitive advantage through an oil - and - parts offer to workshops and petrol stations.’",1,get in on the ground floor,MAGPIE
"if components bureau can beat the champions for a second time, then they will virtually be home and dry.",1,home and dry,MAGPIE
i am confident that those results will pass a crystal clear judgment that people are afraid of the labour party in london.,1,crystal clear,MAGPIE
"it is essential to read the small print on the auction particulars, especially where obligations are being passed to the purchasers.",1,small print,MAGPIE
"coffin noticed that his clothes, like his mother's, were expensive and beautiful ; the boy wore them well, as if looking good was second nature to him.",1,second nature,MAGPIE
"but in the long run, it's bound to strengthen germany's economy tremendously, in fact some people think it's going to strengthen it a bit too much, because it's, it's strong enough er already.",1,in the long run,MAGPIE
"and probably rather a er, a wo one one that will make you think twice if you were thinking of doing it!",1,think twice,MAGPIE
therapy has rocked the boat because it's made me much more vulnerable.,1,rock the boat,MAGPIE
"she must be on the game, all right.",1,on the game,MAGPIE
"ha, there was this girl in the club last night and somebody shouted at her and she went what?",0,in the club,MAGPIE
"impossible to judge whether she knew or did not know whatever it was that francis had been told, and there was nothing to be gained by turning the screw too hard.",1,turn the screw,MAGPIE
"but true to form, the new season saw him in familiar mood, darting into dangerous positions and scoring with ease as relegated west ham tried to regain their aristocratic status.",1,true to form,MAGPIE
"strachan had plugged away all day and was rewarded in the closing moments when he dispossessed a southampton player on the byline, came across the penalty area and laid on a beautiful ball from speed to slot in the net.",0,on the ball,MAGPIE
usually look forward to half term to my feet to recover because the children walk all over me.,1,walk all over,MAGPIE
"rosa guy is also very descriptive and emotional in her writing, one of my favourite descriptions is on pages 53–54 which tells us how mrs aimsley has all her glasses set out on shelves and the higher the shelf, the more expensive the glass and of course not being used to drinking out of glasses, imamu takes the most expensive type from which to drink milk and syrup and after washing and drying it, he put it back on the shelf, but as he takes his hand away, the glass tips over and falls, smashing on the sink.",0,on the shelf,MAGPIE
